,Gene,Old Human,Old Organoid,Young Human,Young Organoid
14093,LOC102724260,0.0,0.0,0.0,0.0
14094,LOC102724261,8.0,0.0,1.0,0.0
14095,LOC102724262,2.0,2.0,3.0,2.0
14096,LOC102724263,0.0,0.0,0.0,0.0
14097,LOC102724264,0.0,0.0,0.0,1.0
14098,LOC102724265,1.0,0.0,2.0,0.0
14099,LOC102724266,0.0,0.0,0.0,0.0
14100,LOC102724267,0.0,0.0,0.0,0.0
14101,LOC102724268,0.0,0.0,0.0,0.0
14102,LOC102724270,0.0,0.0,0.0,0.0
14103,LOC102724271,4.0,2.0,2.0,0.0
14104,LOC102724272,1.0,4.0,1.0,3.0
14105,LOC102724273,2.0,3.0,3.0,1.0
14106,LOC102724274,0.0,0.0,0.0,0.0
14107,LOC102724275,11.0,7.0,13.0,12.0
14108,LOC102724276,0.0,0.0,0.0,0.0
14109,LOC102724277,0.0,0.0,0.0,0.0
14110,LOC102724278,0.0,0.0,1.0,0.0
14111,LOC102724279,3.0,0.0,0.0,0.0
14112,LOC102724280,3.0,2.0,1.0,1.0
14113,LOC102724281,21.0,18.0,38.0,9.0
14114,LOC102724282,0.0,0.0,0.0,0.0
14115,LOC102724283,0.0,0.0,0.0,0.0
14116,LOC102724284,0.0,0.0,0.0,0.0
14117,LOC102724285,5.813,39.718999999999994,6.063,25.852000000000004
14118,LOC102724286,9.0,6.0,9.0,4.0
14119,LOC102724287,0.0,1.0,0.0,0.0
14120,LOC102724288,0.0,0.0,0.0,0.0
14121,LOC102724289,0.0,0.0,0.0,0.0
14122,LOC102724290,0.0,0.0,0.0,0.0
14123,LOC102724292,13.0,9.0,14.0,3.5
14124,LOC102724293,0.0,0.0,0.0,0.0
14125,LOC102724294,0.0,0.0,0.0,0.0
14126,LOC102724295,2.0,0.0,0.0,0.0
14127,LOC102724296,4.0,9.642,10.304,9.896
14128,LOC102724297,0.0,7.0,0.0,0.0
14129,LOC102724298,0.0,0.0,0.0,0.0
14130,LOC102724299,3.0,0.0,0.0,0.0
14131,LOC102724300,0.0,0.0,0.0,0.0
14132,LOC102724301,1.0,1.0,1.0,2.0
14133,LOC102724302,0.0,0.0,0.0,0.0
14134,LOC102724304,0.0,0.0,0.0,0.0
14135,LOC102724305,1.0,0.0,0.0,0.0
14136,LOC102724306,6.0,1.0,4.0,1.0
14137,LOC102724307,12.0,0.0,5.0,1.0
14138,LOC102724308,0.0,0.0,0.0,0.0
14139,LOC102724309,0.0,0.0,0.0,0.0
14140,LOC102724311,2.0,1.0,1.0,1.0
14141,LOC102724312,28.0,7.0,25.0,8.0
14142,LOC102724313,0.0,0.0,0.0,1.0
14143,LOC102724314,9.196,4.077,38.941,2.0
14144,LOC102724315,5.839,11.212,5.0,16.491999999999997
14145,LOC102724316,2.0,9.0,3.0,4.0
14146,LOC102724317,0.0,0.0,2.0,0.0
14147,LOC102724318,5.0,0.0,1.0,3.0
14148,LOC102724319,0.0,0.0,0.0,0.0
14149,LOC102724321,0.0,0.0,0.0,0.0
14150,LOC102724322,2.0,5.0,1.0,2.0
14151,LOC102724323,0.0,1.0,0.0,1.0
14152,LOC102724324,0.0,0.0,1.0,0.0
14153,LOC102724325,0.0,0.0,0.0,0.0
14154,LOC102724326,0.0,0.0,0.0,0.0
14155,LOC102724327,0.0,0.0,0.0,0.0
14156,LOC102724328,1.0,1.0,1.0,0.0
14157,LOC102724329,3.0,1.0,2.0,1.0
14158,LOC102724330,5.0,8.0,6.0,5.0
14159,LOC102724331,0.0,0.0,0.0,0.0
14160,LOC102724332,0.0,0.0,1.991,0.0
14161,LOC102724333,0.0,0.0,0.0,0.0
14162,LOC102724334,0.0,8.951,1.677,7.47
14163,LOC102724335,107.05000000000001,58.233000000000004,46.556999999999995,23.560000000000002
14164,LOC102724336,15.965,17.666,13.596,1.497
14165,LOC102724337,0.0,0.0,0.0,0.0
14166,LOC102724338,0.0,0.0,0.0,0.0
14167,LOC102724339,2.0,3.0,2.0,1.0
14168,LOC102724340,0.0,0.0,0.0,0.0
14169,LOC102724341,0.0,0.0,0.0,0.0
14170,LOC102724342,2.0,2.0,2.0,2.0
14171,LOC102724343,5.0,4.0,7.0,1.0
14172,LOC102724344,0.0,1.0,0.0,0.0
14173,LOC102724345,6.0,10.746,21.021,6.0
14174,LOC102724346,0.0,0.0,0.0,0.0
14175,LOC102724347,0.0,0.0,0.0,0.0
14176,LOC102724348,3.0,0.0,2.0,2.379
14177,LOC102724349,2.0,0.0,1.0,0.0
14178,LOC102724350,2.556,0.0,1.0,0.0
14179,LOC102724351,2.0,3.0,6.0,2.0
14180,LOC102724352,0.0,1.0,0.0,0.0
14181,LOC102724353,0.0,0.0,0.0,0.0
14182,LOC102724354,4.0,24.0,72.0,6.0
14183,LOC102724355,0.0,0.0,0.0,0.0
14184,LOC102724356,14.0,18.0,12.0,9.0
14185,LOC102724357,0.0,0.0,0.0,0.0
14186,LOC102724358,0.0,2.0,0.0,0.0
14187,LOC102724359,0.0,0.0,0.0,0.0
14188,LOC102724360,0.0,3.0,1.0,1.0
14189,LOC102724361,0.0,0.0,0.0,0.0
14190,LOC102724362,0.0,0.0,0.0,0.0
14191,LOC102724363,0.0,0.0,0.0,0.0
14192,LOC102724364,167.218,185.08499999999998,97.97799999999995,198.04600000000005
14193,LOC102724366,0.0,0.0,2.0,0.0
14194,LOC102724367,0.0,0.0,0.0,0.0
14195,LOC102724368,1.0,6.0,1.0,2.0
14196,LOC102724369,7.304,0.0,5.725,0.0
14197,LOC102724370,1.5,8.0,2.0,2.5
14198,LOC102724371,0.0,0.0,2.0,3.0
14199,LOC102724372,2.0,3.0,1.0,0.0
14200,LOC102724373,0.0,0.0,0.0,0.0
14201,LOC102724374,110.738,87.02799999999999,66.537,55.691
14202,LOC102724375,0.0,0.0,0.0,0.0
14203,LOC102724376,19.463,6.534,13.797,7.7090000000000005
14204,LOC102724377,1.0,1.0,0.0,0.0
14205,LOC102724378,3.0,5.0,2.0,3.0
14206,LOC102724379,0.0,2.0,1.0,3.0
14207,LOC102724380,0.0,0.0,0.0,0.0
14208,LOC102724381,0.0,0.0,0.0,0.0
14209,LOC102724382,4.0,1.0,1.0,0.0
14210,LOC102724383,0.0,0.0,0.0,0.0
14211,LOC102724384,4.0,9.0,3.0,3.0
14212,LOC102724385,7.0,19.0,120.0,8.0
14213,LOC102724386,0.0,0.0,1.0,0.0
14214,LOC102724387,3.0,3.0,15.0,3.0
14215,LOC102724389,0.0,0.0,0.0,1.0
14216,LOC102724391,1.0,1.0,0.0,0.0
14217,LOC102724392,11.0,4.0,8.0,2.0
14218,LOC102724393,0.0,0.0,1.0,0.0
14219,LOC102724394,0.0,0.0,5.164,16.168
14220,LOC102724395,0.0,0.0,0.0,0.0
14221,LOC102724396,7.0,3.0,0.0,0.0
14222,LOC102724397,2.0,7.0,3.0,4.0
14223,LOC102724398,1.0,7.148,5.348,0.0
14224,LOC102724399,0.0,0.0,0.0,1.0
14225,LOC102724400,5.0,3.022,1.0,1.03
14226,LOC102724402,3.0,9.0,2.0,6.0
14227,LOC102724403,0.0,0.0,0.0,0.0
14228,LOC102724404,0.0,0.0,0.0,0.0
14229,LOC102724405,0.0,0.0,0.0,0.0
14230,LOC102724406,0.0,0.0,0.0,0.0
14231,LOC102724407,0.0,0.0,0.0,0.0
14232,LOC102724409,39.08,17.943,4.546,2.815
14233,LOC102724410,0.0,0.0,0.0,0.0
14234,LOC102724411,15.0,5.0,43.35,0.0
14235,LOC102724412,3.0,0.0,0.0,0.0
14236,LOC102724413,2.0,3.0,1.0,2.0
14237,LOC102724414,0.0,0.0,0.0,0.0
14238,LOC102724415,0.0,0.0,0.0,0.0
14239,LOC102724416,0.0,0.0,0.0,0.0
14240,LOC102724417,0.0,0.0,0.0,0.0
14241,LOC102724418,0.0,0.0,0.0,0.0
14242,LOC102724419,0.0,0.0,0.0,0.0
14243,LOC102724420,4.0,3.0,1.0,1.0
14244,LOC102724421,0.0,0.0,0.0,0.0
14245,LOC102724422,2.0,0.0,1.0,0.0
14246,LOC102724423,5.0,5.0,5.0,1.0
14247,LOC102724424,0.0,0.0,1.0,0.0
14248,LOC102724425,3.0,2.0,3.0,2.0
14249,LOC102724426,15.0,14.0,35.999,8.031
14250,LOC102724427,0.0,0.0,0.0,0.0
14251,LOC102724428,231.7,509.94900000000007,1492.3490000000002,115.21199999999999
14252,LOC102724429,0.0,0.0,0.0,0.0
14253,LOC102724431,0.0,0.0,0.0,0.0
14254,LOC102724432,0.0,1.0,0.0,1.0
14255,LOC102724433,0.0,0.0,0.0,0.0
14256,LOC102724434,0.0,0.0,0.0,0.0
14257,LOC102724435,0.0,0.0,0.0,0.0
14258,LOC102724436,0.0,7.364000000000001,1.0,8.834
14259,LOC102724438,0.0,0.0,0.0,0.0
14260,LOC102724439,0.0,1.0,0.0,0.0
14261,LOC102724440,0.0,2.0,0.0,1.0
14262,LOC102724441,420.458,18.505,151.735,9.528
14263,LOC102724442,0.0,1.0,0.0,0.0
14264,LOC102724443,1.0,0.0,0.0,0.0
14265,LOC102724444,0.0,0.0,0.0,0.0
14266,LOC102724445,4.0,10.0,5.0,4.0
14267,LOC102724446,0.0,0.0,0.0,0.0
14268,LOC102724448,0.0,1.0,1.0,1.0
14269,LOC102724449,3.0,2.0,3.0,0.0
14270,LOC102724450,5.0,7.0,9.0,4.0
14271,LOC102724451,3.0,16.0,11.0,8.0
14272,LOC102724452,0.0,0.0,0.0,0.0
14273,LOC102724453,0.0,0.0,0.0,0.0
14274,LOC102724454,0.0,0.0,0.0,0.0
14275,LOC102724455,71.394,16.952999999999996,43.772999999999996,24.539
14276,LOC102724456,0.0,0.0,0.0,0.0
14277,LOC102724457,3.0,0.0,4.0,2.0
14278,LOC102724458,0.0,1.0,0.0,0.0
14279,LOC102724460,0.0,0.0,0.0,0.0
14280,LOC102724461,0.0,0.0,0.0,0.0
14281,LOC102724462,4.0,2.0,4.833,0.0
14282,LOC102724463,0.0,0.0,0.0,0.0
14283,LOC102724464,0.0,4.244,0.0,6.0
14284,LOC102724465,0.0,0.0,0.0,0.0
14285,LOC102724466,8.0,10.0,7.0,5.014
14286,LOC102724467,0.0,1.0,2.0,0.0
14287,LOC102724469,2.0,0.0,5.009,0.0
14288,LOC102724470,0.0,0.0,0.0,0.0
14289,LOC102724471,0.0,0.0,0.0,0.0
14290,LOC102724472,0.0,0.0,0.0,1.0
14291,LOC102724473,0.0,0.0,0.0,0.0
14292,LOC102724474,15.0,8.0,9.0,8.0
14293,LOC102724475,0.0,0.0,3.0,0.0
14294,LOC102724476,2.0,1.0,1.0,0.0
14295,LOC102724477,3.0,0.0,2.0,0.0
14296,LOC102724478,0.0,0.0,0.0,0.0
14297,LOC102724479,0.0,1.0,1.0,1.0
14298,LOC102724480,8.0,1.0,0.0,2.0
14299,LOC102724481,25.0,1.0,6.0,1.0
14300,LOC102724482,0.0,0.0,0.0,0.0
14301,LOC102724483,6.0,3.0,7.0,0.0
14302,LOC102724484,221.0,2.0,1.0,1.0
14303,LOC102724485,0.0,0.0,0.0,0.0
14304,LOC102724486,1.0,1.0,1.0,1.0
14305,LOC102724487,5.0,0.0,1.0,1.0
14306,LOC102724488,0.0,2.53,1.336,4.494
14307,LOC102724489,0.0,0.0,0.0,0.0
14308,LOC102724490,0.0,0.0,1.0,2.0
14309,LOC102724491,0.0,0.0,0.0,0.0
14310,LOC102724492,1.0,0.0,1.0,0.0
14311,LOC102724493,12.0,10.0,5.0,5.0
14312,LOC102724494,0.0,0.0,0.0,0.0
14313,LOC102724495,0.0,0.0,0.0,0.0
14314,LOC102724496,1.0,0.0,1.0,0.0
14315,LOC102724497,15.0,21.0,18.0,40.0
14316,LOC102724498,0.0,0.0,0.0,0.0
14317,LOC102724499,0.0,1.0,1.0,1.0
14318,LOC102724500,0.0,0.0,0.0,0.0
14319,LOC102724501,1.0,4.0,2.0,1.0
14320,LOC102724502,0.0,0.0,0.0,0.0
14321,LOC102724503,0.0,0.0,0.0,0.0
14322,LOC102724504,0.0,0.0,0.996,0.0
14323,LOC102724505,0.0,0.0,0.0,0.0
14324,LOC102724506,2.0,3.0,2.0,1.0
14325,LOC102724507,72.02,24.812,10.255,16.714000000000002
14326,LOC102724508,3.0,2.0,2.0,1.0
14327,LOC102724509,0.0,0.0,0.0,0.0
14328,LOC102724510,0.0,0.0,0.0,0.0
14329,LOC102724511,0.0,0.0,0.0,0.0
14330,LOC102724512,0.0,0.0,0.0,0.0
14331,LOC102724513,0.0,1.0,0.0,2.0
14332,LOC102724514,0.0,0.0,0.0,0.0
14333,LOC102724515,2.0,2.0,0.0,0.0
14334,LOC102724516,32.477,53.00599999999999,34.793,36.269
14335,LOC102724517,9.0,5.0,11.0,10.0
14336,LOC102724518,3.0,2.0,1.0,1.0
14337,LOC102724519,1.0,3.0,2.0,1.0
14338,LOC102724520,0.0,0.0,0.0,0.0
14339,LOC102724521,0.0,0.0,0.0,0.0
14340,LOC102724523,0.0,0.0,0.0,0.0
14341,LOC102724524,0.0,10.0,0.0,1.0
14342,LOC102724527,0.0,0.0,0.0,0.0
14343,LOC102724528,11.0,13.0,19.0,20.0
14344,LOC102724529,0.0,0.0,0.0,0.0
14345,LOC102724530,0.0,2.0,1.0,0.0
14346,LOC102724531,0.0,0.0,0.0,0.0
14347,LOC102724532,54.0,16.0,12.0,14.0
14348,LOC102724533,0.0,0.0,0.0,0.0
14349,LOC102724534,0.0,0.0,0.0,0.0
14350,LOC102724535,7.0,6.0,5.0,1.0
14351,LOC102724536,0.0,2.0,0.0,1.0
14352,LOC102724537,3.0,2.0,3.0,2.0
14353,LOC102724538,1.0,0.0,0.0,0.0
14354,LOC102724539,8.0,3.0,6.0,3.0
14355,LOC102724540,0.0,0.0,0.0,0.0
14356,LOC102724541,2.0,3.0,5.0,0.0
14357,LOC102724542,0.0,0.0,0.0,0.0
14358,LOC102724543,2.0,0.0,0.0,0.0
14359,LOC102724544,1.0,0.0,1.0,0.0
14360,LOC102724545,2.0,9.0,2.0,4.0
14361,LOC102724548,0.0,0.0,0.0,1.0
14362,LOC102724549,1.0,3.0,1.0,2.0
14363,LOC102724550,24.0,89.0,6.0,50.0
14364,LOC102724551,0.0,0.0,0.0,1.0
14365,LOC102724552,3.0,3.0,7.0,6.0
14366,LOC102724553,0.0,0.0,0.0,0.0
14367,LOC102724554,28.0,93.0,14.0,18.0
14368,LOC102724555,0.0,0.0,0.0,0.0
14369,LOC102724556,0.0,0.0,0.0,0.0
14370,LOC102724557,0.0,0.0,0.0,0.0
14371,LOC102724558,1.0,3.114,0.0,1.0
14372,LOC102724559,23.0,9.0,14.0,5.0
14373,LOC102724560,977.9739999999999,282.549,415.652,113.31799999999998
14374,LOC102724561,0.0,0.0,0.0,0.0
14375,LOC102724562,663.3880000000001,52.80000000000001,1509.6390000000001,25.442999999999998
14376,LOC102724564,0.0,0.0,0.0,0.0
14377,LOC102724565,2.0,1.077,1.0,0.0
14378,LOC102724566,0.0,0.0,0.0,2.0
14379,LOC102724567,1.0,1.0,1.0,1.0
14380,LOC102724568,1.0,0.0,1.0,0.0
14381,LOC102724569,1.3079999999999998,9.962,10.826,5.021
14382,LOC102724570,1.0,1.0,0.0,2.0
14383,LOC102724571,17.0,36.0,4.0,14.0
14384,LOC102724572,0.0,0.0,0.0,0.0
14385,LOC102724573,0.0,3.0,0.0,0.0
14386,LOC102724574,0.0,0.0,0.0,0.0
14387,LOC102724575,0.0,0.0,0.0,0.0
14388,LOC102724576,0.0,0.0,0.0,0.0
14389,LOC102724577,0.0,0.0,0.0,0.0
14390,LOC102724578,0.0,2.0,0.0,0.0
14391,LOC102724579,0.0,2.0,2.0,0.0
14392,LOC102724580,1.099,6.159,0.0,0.0
14393,LOC102724581,0.0,2.0,2.0,0.0
14394,LOC102724582,1.0,0.0,2.0,0.0
14395,LOC102724583,10.0,20.0,22.0,4.0
14396,LOC102724584,44.0,11.0,185.0,5.0
14397,LOC102724585,0.0,0.0,0.0,0.0
14398,LOC102724586,0.0,0.0,1.0,0.0
14399,LOC102724587,0.0,0.0,1.0,0.0
14400,LOC102724588,0.0,0.0,0.0,0.0
14401,LOC102724589,1.0,0.0,1.0,0.0
14402,LOC102724590,0.0,0.0,0.0,0.0
14403,LOC102724591,0.0,0.0,0.0,0.0
14404,LOC102724592,3.0,6.0,2.0,6.0
14405,LOC102724593,5.0,2.673,3.554,9.17
14406,LOC102724594,432.0,368.807,152.56599999999997,192.53700000000003
14407,LOC102724595,0.0,0.0,0.0,0.0
14408,LOC102724596,0.0,8.0,0.0,0.0
14409,LOC102724597,2.0,0.0,0.0,0.0
14410,LOC102724598,4.0,0.0,2.0,0.0
14411,LOC102724599,0.0,1.0,0.0,0.0
14412,LOC102724601,4.0,11.0,1.0,4.0
14413,LOC102724603,20.0,6.0,6.0,3.0
14414,LOC102724604,0.0,0.0,0.0,0.0
14415,LOC102724605,0.0,0.0,0.0,0.0
14416,LOC102724606,1.0,0.0,0.0,0.0
14417,LOC102724607,15.0,5.0,13.0,7.0
14418,LOC102724608,2.0,3.0,5.0,1.0
14419,LOC102724609,0.0,0.0,0.0,0.0
14420,LOC102724610,0.0,0.0,0.0,0.0
14421,LOC102724611,1.0,2.0,2.0,4.0
14422,LOC102724612,1.0,0.0,1.0,3.0
14423,LOC102724613,0.0,1.0,0.0,0.0
14424,LOC102724614,6.0,16.883,7.324999999999999,12.401000000000002
14425,LOC102724615,4.0,4.0,55.0,1.0
14426,LOC102724616,0.0,0.0,0.0,0.0
14427,LOC102724617,0.0,0.0,0.0,0.0
14428,LOC102724618,0.0,0.0,1.0,0.0
14429,LOC102724619,0.0,0.0,0.0,0.0
14430,LOC102724620,0.0,5.234,1.158,13.93
14431,LOC102724621,0.0,14.787,51.131,6.116
14432,LOC102724622,0.0,0.0,0.0,0.0
14433,LOC102724623,0.0,0.0,0.0,0.0
14434,LOC102724624,0.0,2.0,0.0,1.234
14435,LOC102724625,0.0,0.0,0.0,0.0
14436,LOC102724626,0.0,2.0,1.0,0.0
14437,LOC102724627,0.0,0.0,0.0,0.0
14438,LOC102724628,0.0,0.0,0.0,0.0
14439,LOC102724629,0.0,2.0,2.0,1.0
14440,LOC102724630,1.0,0.0,2.0,0.0
14441,LOC102724631,0.0,0.0,0.0,0.0
14442,LOC102724632,0.0,0.0,0.0,2.0
14443,LOC102724633,0.0,0.0,0.0,0.0
14444,LOC102724634,8.0,2.0,7.0,1.0
14445,LOC102724636,0.5,1.5,0.0,0.5
14446,LOC102724637,0.0,0.0,0.0,0.0
14447,LOC102724638,0.0,0.0,0.0,0.0
14448,LOC102724640,0.0,0.0,0.0,0.0
14449,LOC102724641,0.0,3.862,3.12,2.636
14450,LOC102724642,0.0,17.668,3.818,6.7219999999999995
14451,LOC102724643,28.351,4.0,15.484000000000002,3.0
14452,LOC102724644,0.0,0.0,0.0,0.0
14453,LOC102724645,7.762,4.725,15.231000000000002,2.175
14454,LOC102724646,0.0,0.0,0.0,0.0
14455,LOC102724647,0.0,0.0,0.0,0.0
14456,LOC102724648,0.0,0.0,0.0,0.0
14457,LOC102724649,0.0,0.0,0.0,0.0
14458,LOC102724650,0.0,0.0,0.0,0.0
14459,LOC102724651,0.0,0.0,0.0,0.0
14460,LOC102724652,105.0,0.5,10.0,1.0
14461,LOC102724653,0.0,0.0,0.0,0.0
14462,LOC102724654,0.0,0.0,0.0,0.0
14463,LOC102724655,158.999,38.849999999999994,3.776,19.331000000000003
14464,LOC102724657,0.0,0.0,0.0,0.0
14465,LOC102724659,1.0,1.0,2.0,2.0
14466,LOC102724660,5.0,13.0,11.0,10.0
14467,LOC102724661,0.0,0.0,1.0,0.0
14468,LOC102724662,0.0,0.0,0.0,3.0
14469,LOC102724663,2.0,0.0,1.0,1.0
14470,LOC102724664,1.0,2.0,1.0,0.0
14471,LOC102724665,0.0,0.0,0.0,0.0
14472,LOC102724666,0.0,0.0,0.0,0.0
14473,LOC102724667,0.0,1.0,2.0,0.0
14474,LOC102724668,1.22,4.357,1.439,4.309
14475,LOC102724669,0.0,0.0,0.0,0.0
14476,LOC102724670,0.0,0.0,0.0,0.0
14477,LOC102724671,0.0,2.0,0.0,0.0
14478,LOC102724672,0.0,1.0,2.0,0.0
14479,LOC102724675,1.0,2.0,0.0,0.0
14480,LOC102724676,3.0,3.0,3.0,1.0
14481,LOC102724678,0.0,0.0,0.0,0.0
14482,LOC102724679,0.0,0.0,1.834,0.0
14483,LOC102724680,0.0,0.0,0.0,0.0
14484,LOC102724681,14.868,11.120999999999999,10.809,14.902
14485,LOC102724682,13.0,5.0,37.0,6.0
14486,LOC102724683,2.0,1.0,5.0,1.0
14487,LOC102724684,0.0,0.0,0.0,0.0
14488,LOC102724685,1.0,2.0,2.0,3.0
14489,LOC102724686,0.0,0.0,0.0,0.0
14490,LOC102724687,10.0,0.0,2.0,1.0
14491,LOC102724688,1.0,0.0,0.0,3.0
14492,LOC102724689,4.0,5.0,11.0,4.0
14493,LOC102724690,0.0,0.0,0.0,0.0
14494,LOC102724691,1.0,1.0,1.0,0.0
14495,LOC102724692,0.0,0.0,0.0,0.0
14496,LOC102724693,0.0,1.0,1.0,1.0
14497,LOC102724694,9.0,0.0,0.0,0.0
14498,LOC102724695,0.0,0.0,0.0,0.0
14499,LOC102724696,2.0,3.0,6.0,1.0
14500,LOC102724697,3.0,5.0,3.0,1.0
14501,LOC102724698,0.0,0.0,0.0,0.0
14502,LOC102724699,1.0,6.0,4.0,5.0
14503,LOC102724700,0.0,0.0,0.0,0.0
14504,LOC102724702,0.0,1.0,0.0,0.0
14505,LOC102724703,0.0,0.0,0.0,0.0
14506,LOC102724704,0.0,0.0,0.0,0.0
14507,LOC102724705,0.0,0.0,8.501,13.633999999999999
14508,LOC102724707,0.0,0.0,0.0,0.0
14509,LOC102724708,2.0,5.0,0.0,2.0
14510,LOC102724709,3.0,2.0,1.0,0.0
14511,LOC102724710,0.0,0.0,0.0,0.0
14512,LOC102724711,5.0,2.0,7.0,4.0
14513,LOC102724712,0.0,0.0,0.0,0.0
14514,LOC102724713,8.926,2.583,6.985,2.446
14515,LOC102724714,0.0,0.0,0.0,0.0
14516,LOC102724715,0.0,5.0,1.0,3.0
14517,LOC102724716,1.0,0.0,0.0,0.0
14518,LOC102724717,0.0,0.0,0.0,0.0
14519,LOC102724718,0.0,0.0,0.0,0.0
14520,LOC102724719,1.0,1.0,0.0,0.0
14521,LOC102724720,7.0,3.0,28.0,1.0
14522,LOC102724721,0.0,0.0,0.0,0.0
14523,LOC102724722,0.0,0.0,0.0,0.0
14524,LOC102724723,0.0,0.0,0.0,0.0
14525,LOC102724724,0.0,0.0,1.0,1.0
14526,LOC102724728,0.0,0.0,0.0,0.0
14527,LOC102724729,0.0,0.917,0.0,0.0
14528,LOC102724730,1.0,3.0,2.0,1.0
14529,LOC102724731,3.0,6.0,0.0,1.0
14530,LOC102724732,8.0,5.0,4.0,3.0
14531,LOC102724733,11.0,10.0,14.0,11.0
14532,LOC102724734,0.0,0.0,0.0,0.0
14533,LOC102724735,0.0,0.0,0.0,0.0
14534,LOC102724736,0.0,0.0,0.0,0.0
14535,LOC102724737,1.045,4.257,3.13,48.21799999999999
14536,LOC102724738,9.0,4.0009999999999994,6.001,7.003
14537,LOC102724739,0.0,0.0,0.0,0.0
14538,LOC102724740,22.0,8.0,20.0,1.0
14539,LOC102724741,0.0,0.0,0.0,0.0
14540,LOC102724742,0.0,0.0,0.0,0.0
14541,LOC102724743,0.0,0.0,1.0,0.0
14542,LOC102724744,0.0,0.0,0.0,0.0
14543,LOC102724745,2.0,5.0,1.0,2.0
14544,LOC102724746,0.0,0.0,0.0,0.0
14545,LOC102724747,0.0,2.418,0.0,1.0
14546,LOC102724748,4.0,7.0,7.0,7.0
14547,LOC102724749,0.0,0.0,0.0,0.0
14548,LOC102724751,12.694,11.921999999999999,7.587,9.312
14549,LOC102724752,0.0,0.0,0.0,1.0
14550,LOC102724753,0.0,0.0,0.0,0.0
14551,LOC102724754,1.0,0.0,0.0,0.0
14552,LOC102724755,0.0,0.0,0.0,0.0
14553,LOC102724756,0.0,0.0,0.0,0.0
14554,LOC102724757,4.0,11.0,14.0,5.0
14555,LOC102724758,4.0,3.0,1.0,1.0
14556,LOC102724759,5.0,3.0,5.0,1.0
14557,LOC102724761,99.0,19.0,20.0,12.0
14558,LOC102724762,3.447,7.28,2.867,8.351
14559,LOC102724763,0.0,0.0,0.0,0.0
14560,LOC102724764,1.0,2.0,1.0,3.0
14561,LOC102724765,0.0,1.0,1.0,1.0
14562,LOC102724766,6.0,2.0,3.0,0.0
14563,LOC102724767,0.0,0.0,0.0,0.0
14564,LOC102724768,12.0,4.0,0.0,0.0
14565,LOC102724770,127.649,42.372,220.64000000000004,66.219
14566,LOC102724771,0.0,0.0,0.0,0.0
14567,LOC102724772,0.0,0.0,0.0,0.0
14568,LOC102724774,0.0,5.0,0.0,4.0
14569,LOC102724775,0.0,0.0,0.0,0.0
14570,LOC102724776,0.0,0.0,0.0,0.0
14571,LOC102724777,0.0,0.0,0.0,0.0
14572,LOC102724778,0.0,0.0,0.0,0.0
14573,LOC102724779,0.0,0.0,0.0,0.0
14574,LOC102724780,1.0,0.0,0.0,0.0
14575,LOC102724781,4.853,1.44,0.0,0.0
14576,LOC102724782,9.0,6.0,6.0,5.0
14577,LOC102724783,1.0,7.0,3.0,16.0
14578,LOC102724784,0.0,0.0,0.0,0.0
14579,LOC102724785,0.0,0.0,0.0,0.0
14580,LOC102724786,0.0,0.0,0.0,0.0
14581,LOC102724788,609.317,105.935,675.7249999999999,73.62
14582,LOC102724790,0.0,0.0,0.0,0.0
14583,LOC102724791,3.0,20.0,4.0,15.0
14584,LOC102724792,4.0,13.0,4.0,4.0
14585,LOC102724793,0.0,0.0,0.0,0.0
14586,LOC102724794,0.0,0.0,0.0,0.0
14587,LOC102724795,15.0,7.0,7.0,15.0
14588,LOC102724796,0.0,0.0,0.0,0.0
14589,LOC102724797,0.0,0.0,2.0,0.0
14590,LOC102724798,3.0,1.0,2.0,2.0
14591,LOC102724799,0.0,0.0,0.0,0.0
14592,LOC102724800,5.0,4.0,15.0,15.0
14593,LOC102724801,0.0,0.0,0.0,0.0
14594,LOC102724802,0.0,0.0,0.0,0.0
14595,LOC102724803,0.0,0.0,0.0,2.0
14596,LOC102724804,0.0,0.0,0.0,1.0
14597,LOC102724805,6.0,6.0,3.0,8.0
14598,LOC102724806,5.0,2.0,5.0,2.0
14599,LOC102724807,0.0,0.0,0.0,0.0
14600,LOC102724808,0.0,0.0,0.0,0.0
14601,LOC102724809,0.0,0.0,0.0,0.0
14602,LOC102724810,1.0,1.0,1.0,0.0
14603,LOC102724811,4.0,3.0,2.0,3.0
14604,LOC102724812,2.0,2.0,1.0,2.0
14605,LOC102724814,206.0,26.0,122.0,12.0
14606,LOC102724815,0.0,1.0,0.0,0.0
14607,LOC102724817,1.0,0.0,0.0,0.0
14608,LOC102724818,0.0,0.0,0.0,0.0
14609,LOC102724819,0.0,0.0,0.0,0.0
14610,LOC102724820,0.0,0.0,0.0,0.0
14611,LOC102724821,1.0,1.0,0.0,1.0
14612,LOC102724824,15.0,5.0,2.0,2.0
14613,LOC102724825,0.0,0.0,0.0,0.0
14614,LOC102724826,4.0,5.0,3.0,1.0
14615,LOC102724827,1.0,2.0,5.0,2.0
14616,LOC102724828,55.303,17.748,0.0,0.0
14617,LOC102724829,0.0,0.0,0.0,0.0
14618,LOC102724830,1.0,1.0,2.0,0.0
14619,LOC102724831,1.0,2.0,1.0,2.0
14620,LOC102724832,15.0,3.0,2.0,2.0
14621,LOC102724833,15.864,16.904000000000003,17.657,6.8740000000000006
14622,LOC102724834,0.0,0.0,0.0,0.0
